Id,CountryCode,CountryName,RegionName,RegionCode,UpperRegionName,UpperRegionCode,PlaceName,LocalityName,PostcodeName,NeighborhoodName,StreetName,Latitude,Longitude
90357,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Capelle aan den IJssel",Middelwatering,"2903 WB",Alkenoord,Parelduiker,51.931080,4.591609
21945,NL,Nederland,Friesland,FR,NULL,NULL,Nes,NULL,"8494 PE",NULL,"De Seine",53.055836,5.845546
49987,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Breda,NULL,"4826 GC",Wisselaar,Vlimmerenstraat,51.611908,4.788320
136842,NL,Nederland,Utrecht,UT,NULL,NULL,Zeist,NULL,"3705 KH",Staatsliedenkwartier,Schaperlaan,52.100433,5.240819
51934,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Someren,Someren-Eind,"5712 CM",Someren-Eind,Kampstraat,51.356758,5.730005
33482,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Uden,NULL,"5402 AK",Bitswijk,Altstraat,51.672417,5.618163
74777,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Leiden,Boerhaavedistrict,"2333 VT",Vogelwijk,Mezenstraat,52.171925,4.469721
122454,NL,Nederland,Limburg,LI,NULL,NULL,Velden,NULL,"5941 ED",Hasselderheide,Sparrenlaan,51.424580,6.173763
21275,NL,Nederland,Friesland,FR,NULL,NULL,Nieuwehorne,NULL,"8414 LL",NULL,Molenweg,52.951229,6.062975
61427,NL,Nederland,Overijssel,OV,NULL,NULL,Enter,NULL,"7468 GP",Enter-Oost,Muldershof,52.301517,6.579008
90702,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Gouda,Bloemendaal,"2803 VM","Windrooskwartier en Heesterbuurt",Gaspeldoornlaan,52.024124,4.694421
139713,NL,Nederland,Utrecht,UT,NULL,NULL,Utrecht,Noordwest,"3554 VR",Geuzenwijk,"Rochus Meeuwiszstraat",52.113464,5.096090
87710,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Schiedam,NULL,"3124 TN","Sveaborg en -Dal","Astrid Lindgrenborg",51.945114,4.382028
9588,NL,Nederland,Noord-Holland,NH,NULL,NULL,Amsterdam,Slotermeer,"1064 LJ","Buurt 5 Zuid","Paulus Van Hemertstraat",52.374889,4.811140
69351,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Rotterdam,"Prins Alexander","3067 XN","Het Lage Land","Van Opbergenstraat",51.942146,4.540057
63481,NL,Nederland,Overijssel,OV,NULL,NULL,Deventer,"Wijk 3 Zandweerd","7412 PN",Schrijversbuurt,"P.C. Hooftlaan",52.267269,6.138668
96836,NL,Nederland,Gelderland,GE,NULL,NULL,Nunspeet,NULL,"8072 ZK",Nunspeet-Oost,"Jan Van Vuurenstraat",52.387836,5.795731
142822,NL,Nederland,Utrecht,UT,NULL,NULL,Veenendaal,Noordwest,"3905 ZK","'t Hoorntje",Gladiolenstraat,52.032749,5.544088
48247,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Oudenbosch,NULL,"4731 CB",Pagnevaart,Esdoornstraat,51.586555,4.541923
103032,NL,Nederland,Gelderland,GE,NULL,NULL,IJzendoorn,Echteld,"4053 JR",NULL,"De Wielewaal",51.906635,5.536836
110818,NL,Nederland,Gelderland,GE,NULL,NULL,Barneveld,NULL,"3771 WJ",NULL,"J.T. Kuyckstraat",52.153439,5.569547
64051,NL,Nederland,Overijssel,OV,NULL,NULL,Zwolle,Binnenstad,"8011 TW",Noord,Broerenkerkplein,52.513741,6.094618
81904,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Vlaardingen,Holy,"3136 CD","Loper Zuid","Amalia Van Solmslaan",51.930485,4.347264
2436,NL,Nederland,Noord-Holland,NH,NULL,NULL,Akersloot,NULL,"1921 EH","Akersloot West",Händelstraat,52.562809,4.730830
127680,NL,Nederland,Limburg,LI,NULL,NULL,Koningsbosch,NULL,"6104 RR",Spaanshuisken,Spaanshuisken,51.035854,5.956426
39140,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Gemert,NULL,"5422 AD",Gemert-Oost,Kouter,51.558609,5.700199
59510,NL,Nederland,Overijssel,OV,NULL,NULL,Hertme,NULL,"7626 LP",NULL,Kerkweg,52.323177,6.760768
133161,NL,Nederland,Limburg,LI,NULL,NULL,Herten,NULL,"6049 DX",Merum,Roodakker,51.170639,5.965660
89402,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Hoogvliet,Hoogvliet,"3191 SB","Hoogvliet Zuid",Bijster,51.862991,4.365636
1188,NL,Nederland,Noord-Holland,NH,NULL,NULL,Edam,NULL,"1135 BA","Edam-Oude kom",Spui,52.512566,5.048409
76540,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Den Haag",NULL,"2592 HA","Burgen en Horsten","De Horst",52.093384,4.359944
127133,NL,Nederland,Limburg,LI,NULL,NULL,"Sint Odiliënberg",NULL,"6077 HE",NULL,Eikenboomweg,51.140232,5.991740
86484,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Krimpen aan den IJssel",NULL,"2925 DM",Langeland,Amaniet,51.923771,4.624189
123143,NL,Nederland,Limburg,LI,NULL,NULL,Swalmen,NULL,"6071 TW","Martin Giessen-Bosstraat","Pastoor Cloquetstraat",51.239216,6.046858
104796,NL,Nederland,Gelderland,GE,NULL,NULL,Ermelo,NULL,"3852 BS",Ermelo-Oost,Reviuslaan,52.301826,5.635719
112274,NL,Nederland,Groningen,GR,NULL,NULL,Scheemda,NULL,"9679 KE",NULL,Molenpad,53.179935,6.966650
141765,NL,Nederland,Utrecht,UT,NULL,NULL,Lopik,NULL,"3411 VC",Lopik-Dorp,"Dirck Van Delenlaan",51.972935,4.938827
2527,NL,Nederland,Noord-Holland,NH,NULL,NULL,"Koog aan de Zaan",NULL,"1541 GL","Oud Koog","Prins Hendrikstraat",52.462067,4.806782
87431,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Den Haag","Wateringse Veld","2548 LZ","Hoge Veld",Gaasterlandlaan,52.035797,4.292250
40943,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Eindhoven,Erp,"5622 HJ",Barrier,"Salomon De Braystraat",51.462799,5.459901
73595,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Leiden,Merenwijkdistrict,"2317 AB",Slaaghwijk,Kraaienhorst,52.172108,4.508731
137102,NL,Nederland,Utrecht,UT,NULL,NULL,Soest,NULL,"3768 ER","Soest Zuid",Driftje,52.164879,5.307338
58661,NL,Nederland,Overijssel,OV,NULL,NULL,Enschede,NULL,"7544 HS","Wesselerbrink Zuid-Oost",Eibergenbrink,52.188656,6.879827
141254,NL,Nederland,Utrecht,UT,NULL,NULL,Leerdam,NULL,"4142 XT",Leerdam-West,Tulpstraat,51.886471,5.082030
53134,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Diessen,NULL,"5087 CS",NULL,Meiraap,51.477230,5.166325
96905,NL,Nederland,Gelderland,GE,NULL,NULL,Nunspeet,NULL,"8071 VL",Nunspeet-West,Beethovenlaan,52.379871,5.771504
64497,NL,Nederland,Overijssel,OV,NULL,NULL,Haaksbergen,NULL,"7483 CP","Veldmaat ten noorden van de spoorlijn",Steenbreek,52.168854,6.738898
4007,NL,Nederland,Noord-Holland,NH,NULL,NULL,Alkmaar,West,"1817 CK","Bergerhof en Blaeustraatkwartier",Akeleistraat,52.639721,4.740506
144712,NL,Nederland,Utrecht,UT,NULL,NULL,Amersfoort,"Vathorst-De Laak","3826 DK","De Laak Oost",Schiermonnikooghof,52.195801,5.436857
46942,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Breda,NULL,"4826 KT",Biesdonk,Belgiëplein,51.605812,4.784401
96595,NL,Nederland,Gelderland,GE,NULL,NULL,Vaassen,NULL,"8172 VT","Krugerstraat Zuid",Westerenkweg,52.285156,5.955816
107799,NL,Nederland,Gelderland,GE,NULL,NULL,Heumen,NULL,"6582 CV",NULL,Keltenstraat,51.767654,5.844621
52555,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Andel,NULL,"4281 JJ",NULL,Kroonsappel,51.781883,5.050126
119407,NL,Nederland,Zeeland,ZE,NULL,NULL,Hoek,NULL,"4542 CC",NULL,Noordstraat,51.311508,3.776980
66216,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Dordrecht,Dubbeldam,"3319 HB",Dubbeldam-Noord,Bremstraat,51.795410,4.710025
11361,NL,Nederland,Noord-Holland,NH,NULL,NULL,Haarlem,Slachthuiswijk,"2033 GE",Kruistochtbuurt,"Vier Sterrenstraat",52.375652,4.646896
90996,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Monster,NULL,"2681 TG","Kleine Geest en Molenwijk",Meidoornstraat,52.026882,4.171917
2175,NL,Nederland,Noord-Holland,NH,NULL,NULL,Alkmaar,NULL,"1823 CA","Rekerbuurt en Ooievaarsnest",Frieseweg,52.635933,4.756988
9032,NL,Nederland,Noord-Holland,NH,NULL,NULL,Amsterdam,Kadoelen,"1035 XA",Kadoelen,Diatomastraat,52.420094,4.899017
31924,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Asten,NULL,"5721 KZ","Centrum zuid","Jan Vriendshof",51.399048,5.740424
86772,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Maasdijk,NULL,"2676 VP",maasdijk,Prinsenlaan,51.957352,4.216880
77492,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Den Haag","Wateringse Veld","2548 SB","Parkbuurt oosteinde",Moermondstraat,52.024956,4.290328
59384,NL,Nederland,Overijssel,OV,NULL,NULL,Weerselo,NULL,"7595 CA",Reestman,Kolberinksmaat,52.355801,6.855488
94079,NL,Nederland,Gelderland,GE,NULL,NULL,Borculo,NULL,"7271 DP","Nieuw Boer",Zijlandstraat,52.111172,6.516974
115249,NL,Nederland,Groningen,GR,NULL,NULL,Ezinge,NULL,"9891 BJ",Ezinge,"Van Giffenstraat",53.310101,6.446345
143997,NL,Nederland,Utrecht,UT,NULL,NULL,Zeist,NULL,"3708 XD",Kerckebosch,"Prinses Alexialaan",52.074879,5.266314
111538,NL,Nederland,Groningen,GR,NULL,NULL,"Ten Post",NULL,"9792 PS",NULL,Tuwingastraat,53.298500,6.726170
20002,NL,Nederland,Drenthe,DR,NULL,NULL,Eelde,NULL,"9761 LV",NULL,Fluitekruid,53.143204,6.551427
136828,NL,Nederland,Utrecht,UT,NULL,NULL,Zeist,NULL,"3705 VK",Staatsliedenkwartier,Talmalaan,52.101891,5.239894
121908,NL,Nederland,Zeeland,ZE,NULL,NULL,Kloosterzande,NULL,"4587 LD","Hoek en Bosch",Oudeweg,51.362541,4.019449
142531,NL,Nederland,Utrecht,UT,NULL,NULL,Vleuten,"Vleuten-De Meern","3452 LC",Vleuterweide-Noord-Oost-Centrum,Beerschoten,52.096737,5.015186
38981,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Helmond,"'t Hout","5707 JD",Kroon,Suurhoffstraat,51.471317,5.639469
109803,NL,Nederland,Gelderland,GE,NULL,NULL,Ermelo,NULL,"3851 WP","Buurt Ermelo ten dele bij de","Nelson Mandelahof",52.288067,5.619410
138207,NL,Nederland,Utrecht,UT,NULL,NULL,Utrecht,Overvecht,"3561 BN","Wolga- en Donaudreef en omgeving",Agamemnondreef,52.115238,5.132831
61984,NL,Nederland,Overijssel,OV,NULL,NULL,Rijssen,NULL,"7461 KE",NULL,Grotestraat,52.308746,6.522301
86692,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Wateringen,NULL,"2292 CC",Essellanden,Kervelstraat,52.018326,4.286263
108775,NL,Nederland,Gelderland,GE,NULL,NULL,Hengelo,NULL,"7255 GA",NULL,Schoenmakersplein,52.051609,6.308803
61702,NL,Nederland,Overijssel,OV,NULL,NULL,Haaksbergen,NULL,"7481 JV","Haaksbergen Kern-4",Sterkerstraat,52.153679,6.734288
132557,NL,Nederland,Limburg,LI,NULL,NULL,Weert,NULL,"6003 CN",Molenakker,Achtkantmolen,51.265179,5.719086
31194,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Nuenen,NULL,"5671 BV",Nuenen-Noord,Prunuslaan,51.478386,5.545083
71685,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Ter Aar",NULL,"2461 RK",Langeraar-Nieuwbouw,"Van Brederodeplein",52.194614,4.712347
117159,NL,Nederland,Zeeland,ZE,NULL,NULL,Zierikzee,NULL,"4302 WS",Poortambacht,Kluutstraat,51.645962,3.900142
8939,NL,Nederland,Noord-Holland,NH,NULL,NULL,Amsterdam,Volewijck,"1031 DB","Van der Pekbuurt",Buiksloterweg,52.385139,4.909302
124222,NL,Nederland,Limburg,LI,NULL,NULL,Bergen,Nieuw-Bergen,"5854 JD",Nieuw-Bergen,Eekhoornstraat,51.602062,6.058695
119559,NL,Nederland,Zeeland,ZE,NULL,NULL,Breskens,NULL,"4511 GX",NULL,Azaleastraat,51.394691,3.550833
15700,NL,Nederland,Drenthe,DR,NULL,NULL,Assen,Kloosterveen,"9408 BN",Kloosterhoven,Perzikstraat,53.003811,6.516796
36237,NL,Nederland,Noord-Brabant,NB,NULL,NULL,'s-Hertogenbosch,Noord,"5233 NA","De Rompert","Eerste Morgen",51.716862,5.311002
96902,NL,Nederland,Gelderland,GE,NULL,NULL,Nunspeet,NULL,"8071 WD",Nunspeet-West,Parallelweg,52.378540,5.777757
119610,NL,Nederland,Zeeland,ZE,NULL,NULL,Oostburg,NULL,"4501 BK",NULL,"Burgemeester Erasmusstraat",51.326221,3.488104
33146,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Berghem,NULL,"5351 BE",Berghem-Noord,Veldstraat,51.772614,5.569438
127253,NL,Nederland,Limburg,LI,NULL,NULL,Roermond,NULL,"6045 VA","De Kemp",Surinamestraat,51.176792,6.009435
22056,NL,Nederland,Friesland,FR,NULL,NULL,Leeuwarden,Camminghaburen,"8926 LZ",Camminghaburen,Taniaburg,53.211533,5.847341
55698,NL,Nederland,Overijssel,OV,NULL,NULL,Vroomshoop,Bruinehaar,"7681 CT",Vroomshoop-Oost,Veenmos,52.464603,6.569966
106291,NL,Nederland,Gelderland,GE,NULL,NULL,Geldermalsen,NULL,"4191 EE","Geldermalsen Zuid",Koninginnelaan,51.880737,5.293004
104163,NL,Nederland,Gelderland,GE,NULL,NULL,Ede,NULL,"6711 PA",Stationsbuurt,"Laan 1948",52.031609,5.668361
21228,NL,Nederland,Friesland,FR,NULL,NULL,Gorredijk,NULL,"8401 MD",Gorredijk-Bloemenwijk,Goudstjer,53.010155,6.075810
94258,NL,Nederland,Gelderland,GE,NULL,NULL,Lochem,NULL,"7241 DV",Lochem-Oost,Lendekesweg,52.160728,6.420533
90827,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Leidschendam,NULL,"2263 KE","Schakenbosch en het",Buitenvoorde,52.103855,4.412688
138212,NL,Nederland,Utrecht,UT,NULL,NULL,Utrecht,Noordoost,"3573 XE","Voordorp en Voorveldsepolder",Tulastraat,52.111977,5.143526
30157,NL,Nederland,Flevoland,FL,NULL,NULL,Dronten,NULL,"8253 KA","De Gilden","Sint Catharinagilde",52.531418,5.692235
110942,NL,Nederland,Gelderland,GE,NULL,NULL,Ommeren,NULL,"4032 PA","Ommeren met Den Eng",Kroonheuvel,51.945675,5.496148
54274,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Geffen,NULL,"5386 DE",NULL,Vrouwkespad,51.744099,5.464629
109417,NL,Nederland,Gelderland,GE,NULL,NULL,Kerkdriel,Kerkdriel,"5331 JG",Kerkdriel,Karinastraat,51.777065,5.321063
85195,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Rijswijk,NULL,"2283 HG",Stationskwartier,Papyruspad,52.038956,4.320923
64909,NL,Nederland,Overijssel,OV,NULL,NULL,Enschede,Hogeland,"7533 ZL",Velve-Lindenhof,Coulombstraat,52.221222,6.922334
122832,NL,Nederland,Limburg,LI,NULL,NULL,Venlo,Blerick,"5921 VX",gazenkamp,"P C Hooftstraat",51.368191,6.144489
92160,NL,Nederland,Gelderland,GE,NULL,NULL,Winterswijk,NULL,"7101 JC",Winterswijk-Zuidoost,"A.S. Talmastraat",51.965828,6.724453
126467,NL,Nederland,Limburg,LI,NULL,NULL,Kerkrade,NULL,"6467 JA",Terwinselen,Aardaker,50.864170,6.015601
92540,NL,Nederland,Gelderland,GE,NULL,NULL,Aalten,NULL,"7121 EN","Aalten-kern Centrum",Servatiusstraat,51.923637,6.583096
142784,NL,Nederland,Utrecht,UT,NULL,NULL,Utrecht,"Leidsche Rijn","3543 GK",Terwijde-Oost,"Duke Ellingtonstraat",52.101444,5.051096
18860,NL,Nederland,Drenthe,DR,NULL,NULL,Hoogeveen,"De Weide","7908 VW",Erflanden,Citroenvlinder,52.708614,6.446331
26717,NL,Nederland,Friesland,FR,NULL,NULL,Wolvega,NULL,"8471 ZJ","Wolvega-De Heidepolle",Bosbes,52.869396,5.985954
61806,NL,Nederland,Overijssel,OV,NULL,NULL,Hengelo,NULL,"7554 SW",Beckum,"Pastoor Ossestraat",52.211716,6.740940
129338,NL,Nederland,Limburg,LI,NULL,NULL,Hoensbroek,Mariarade,"6431 GJ",Mariarade-Zuid,"Op De Acker",50.929066,5.933807
93306,NL,Nederland,Gelderland,GE,NULL,NULL,'s-Heerenberg,NULL,"7041 DG",NULL,Dahliastraat,51.877514,6.249958
14576,NL,Nederland,Noord-Holland,NH,NULL,NULL,"Nederhorst den Berg",NULL,"1394 JV",Splegelpolder,Cederlaan,52.250473,5.046601
119468,NL,Nederland,Zeeland,ZE,NULL,NULL,IJzendijke,NULL,"4515 CA",NULL,Oranjestraat,51.321564,3.608195
31076,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Nuenen,NULL,"5671 GA",Nuenen-Noord,Park,51.474411,5.548178
73387,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Leiderdorp,NULL,"2351 GS",Oranjewijk,Wilhelminastraat,52.147190,4.530419
39095,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Gemert,NULL,"5421 HZ",Gemert-Centrum,"Pater Van Den Elsenstraat",51.553482,5.689224
140271,NL,Nederland,Utrecht,UT,NULL,NULL,IJsselstein,NULL,"3401 NJ",Groenvliet,Biezenplein,52.019600,5.038391
126676,NL,Nederland,Limburg,LI,NULL,NULL,Heerlen,Heerlerbaan-Schil,"6418 BL",Giezenveld,Caumerboord,50.871120,5.997156
122169,NL,Nederland,Limburg,LI,NULL,NULL,Vaals,NULL,"6291 VN",NULL,"In 't Oord",50.770462,6.012107
18769,NL,Nederland,Drenthe,DR,NULL,NULL,Ruinen,NULL,"7963 AE",NULL,Hoekstraat,52.762726,6.366786
141062,NL,Nederland,Utrecht,UT,NULL,NULL,Houten,"Houten Zuid","3994 KZ",Mossen,Beekmos,52.014256,5.190062
73059,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Alphen aan den Rijn",Hoorn,"2404 AX",Zeeheldenbuurt,Barentszstraat,52.135712,4.654807
30304,NL,Nederland,Flevoland,FL,NULL,NULL,Almere,"Almere Buiten","1339 NN",Eilandenbuurt,Nieuw-Caledoniëstraat,52.396362,5.304696
37086,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Sleeuwijk,NULL,"4254 BR","Sleeuwijk west",Lindenhof,51.815716,4.946656
52198,NL,Nederland,Noord-Brabant,NB,NULL,NULL,"Sint Anthonis",NULL,"5845 DG",NULL,"Den Boggerd",51.625046,5.882398
54817,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Hoogerheide,NULL,"4631 HX",Hoogerheide-Noord,"Hof Van Brabant",51.429611,4.333193
113982,NL,Nederland,Groningen,GR,NULL,NULL,Groningen,Oud,"9715 GH","Indische buurt","R. Feithplein",53.231163,6.565348
46867,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Breda,NULL,"4827 KG",Geeren-zuid,Lelystraat,51.602818,4.794793
24149,NL,Nederland,Friesland,FR,NULL,NULL,Ballum,NULL,"9162 EN",NULL,"Gerrit Kosterweg",53.443615,5.688742
97865,NL,Nederland,Gelderland,GE,NULL,NULL,Zevenaar,NULL,"6904 KL",Zonnemaat,Bizetstraat,51.934582,6.063366
143465,NL,Nederland,Utrecht,UT,NULL,NULL,Vleuten,"Vleuten-De Meern","3452 SH",Vleuterweide-Zuid,Terrastuinlaan,52.090473,5.009999
133092,NL,Nederland,Limburg,LI,NULL,NULL,Venray,Brabander,"5804 XW",Brabander,Donkweg,51.533203,5.968014
21993,NL,Nederland,Friesland,FR,NULL,NULL,Giekerk,NULL,"9061 AM",NULL,"Doctor E. Wassenberghstrjitte",53.239414,5.892084
23674,NL,Nederland,Friesland,FR,NULL,NULL,Dokkum,NULL,"9103 NP","Dokkum Kooilanden","Gebroeders Woudsmastraat",53.315014,6.013439
11739,NL,Nederland,Noord-Holland,NH,NULL,NULL,Heemstede,NULL,"2104 XE","Glipper Dreef en Staatsliedenbuurt","Mr. J. Heemskerkstraat",52.332451,4.613414
51465,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Tilburg,Witbrant,"5036 AT","Witbrant West",Wilniserf,51.572006,5.002310
22016,NL,Nederland,Friesland,FR,NULL,NULL,Leeuwarden,Camminghaburen,"8925 GD",Camminghaburen,Gratingastins,53.206566,5.842472
141417,NL,Nederland,Utrecht,UT,NULL,NULL,Nieuwegein,Hoogzandveld,"3434 CR",Hoogzandveld,Dotterbloemstraat,52.010086,5.087039
30372,NL,Nederland,Flevoland,FL,NULL,NULL,Almere,"Almere Buiten","1334 LG","Centrum Almere Buiten","San Franciscostraat",52.393974,5.271064
95991,NL,Nederland,Gelderland,GE,NULL,NULL,Apeldoorn,West,"7312 ED",Driehuizen,Achterlandseweg,52.207329,5.943519
21037,NL,Nederland,Friesland,FR,NULL,NULL,Oosterwolde,NULL,"8431 LD",Oosterwolde-Centrum-Noord-West,Brink,52.993553,6.293705
78632,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Monster,NULL,"2681 VL","Kleine Geest en Molenwijk",Zeearend,52.028076,4.170614
111923,NL,Nederland,Groningen,GR,NULL,NULL,Bedum,NULL,"9781 AS",NULL,Almastraat,53.299541,6.590753
73708,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Leiderdorp,NULL,"2351 RJ",Oranjewijk,"Charlotte De Bourbonstraat",52.146286,4.528293
135274,NL,Nederland,Utrecht,UT,NULL,NULL,Leusden,Leusden-Centrum,"3833 ZB",Claverenblad,"Jonker Bolpoort",52.125923,5.421671
35110,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Berlicum,NULL,"5258 JZ","Westerbroek en Beekveld",Brouwhuis,51.673443,5.398906
102594,NL,Nederland,Gelderland,GE,NULL,NULL,Wageningen,NULL,"6704 AM","De Eng",Bosweg,51.981857,5.680166
42695,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Best,NULL,"5685 GZ",Heivelden,Heivelden-Zuid,51.502888,5.374452
38246,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Heeze,NULL,"5591 NE",NULL,"De Pompenmaker",51.382885,5.565708
119670,NL,Nederland,Zeeland,ZE,NULL,NULL,Arnemuiden,NULL,"4341 GP",Poldertje,"De Manstraat",51.500614,3.679988
37000,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Udenhout,NULL,"5071 KH","De Mortel",Zuidewijn,51.609200,5.155460
49565,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Raamsdonksveer,NULL,"4941 WX",NULL,"Oude Oosterhoutseweg",51.688183,4.876552
114189,NL,Nederland,Groningen,GR,NULL,NULL,Groningen,Zuidwest,"9728 KA","Corpus den Hoorn",Kochstraat,53.196648,6.555226
41731,NL,Nederland,Noord-Brabant,NB,NULL,NULL,"Son en Breugel",Son,"5691 LB","De Gentiaan",Aziëlaan,51.524689,5.479650
4253,NL,Nederland,Noord-Holland,NH,NULL,NULL,Bergen,"Bergen Binnen","1861 SL",Beekhove,Koorlaan,52.664707,4.702645
77031,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Den Haag",NULL,"2522 NA",Laakkwartier-Oost,Lyonnetstraat,52.065151,4.328213
131213,NL,Nederland,Limburg,LI,NULL,NULL,Gennep,NULL,"6591 XA",NULL,Norbertplein,51.690250,5.981052
96852,NL,Nederland,Gelderland,GE,NULL,NULL,Nunspeet,NULL,"8072 XJ",Nunspeet-Oost,"De Visserlaan",52.384010,5.802088
3884,NL,Nederland,Noord-Holland,NH,NULL,NULL,Warmenhuizen,NULL,"1749 VP",Debbemeer-Noord,Tuinfluiterstraat,52.726376,4.740641
42263,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Veldhoven,NULL,"5502 PW",Zeelst,Severeind,51.426479,5.424677
22411,NL,Nederland,Friesland,FR,NULL,NULL,Leeuwarden,Binnenstad,"8911 GH","Grote Kerkbuurt",Breedstraat,53.204304,5.798991
44222,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Moergestel,"Centrum Moergestel","5066 EA","Centrum Moergestel",Postelstraat,51.544277,5.185007
85973,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Berkel en Rodenrijs",Rodenrijs,"2651 BK",Vlinderstrik,Zuideinde,51.972443,4.447104
97522,NL,Nederland,Gelderland,GE,NULL,NULL,Didam,NULL,"6942 VH",Didam-Noord,Bodenclauwstraat,51.942970,6.130049
20118,NL,Nederland,Drenthe,DR,NULL,NULL,Emmen,Delftlanden,"7813 DH",Delftlanden,Wolferinghaar,52.757210,6.850280
19729,NL,Nederland,Drenthe,DR,NULL,NULL,Roden,NULL,"9302 EH","Roden West",Blaauwven,53.137348,6.403580
92205,NL,Nederland,Gelderland,GE,NULL,NULL,Winterswijk,NULL,"7101 MV","Centrale deel",Ratumsestraat,51.972160,6.722429
70596,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Barendrecht,Paddewei,"2992 CD",Paddewei,Jaagpad,51.852806,4.533209
103272,NL,Nederland,Gelderland,GE,NULL,NULL,Tiel,NULL,"4001 GE","De Lok",Frieslandstraat,51.892944,5.434531
79712,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Rotterdam,Delfshaven,"3024 TP",Delfshaven,"Korte Schoonderloostraat",51.906574,4.452350
2129,NL,Nederland,Noord-Holland,NH,NULL,NULL,Alkmaar,Centrum,"1811 MX",Oost,"Sint Annastraatbrug",52.630352,4.753998
89136,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Rotterdam,Charlois,"3084 MB",Zuiderpark,"Daan Schammerstraat",51.878654,4.463486
109775,NL,Nederland,Gelderland,GE,NULL,NULL,Loenen,NULL,"7371 EA",NULL,Molen-Allee,52.124451,6.035351
5446,NL,Nederland,Noord-Holland,NH,NULL,NULL,"Egmond aan Zee",NULL,"1931 BH",NULL,"Doctor Willem Dreesweg",52.620098,4.630522
138592,NL,Nederland,Utrecht,UT,NULL,NULL,Houten,"Houten Noord","3991 EE",Oude,Kostersgang,52.028156,5.162695
109058,NL,Nederland,Gelderland,GE,NULL,NULL,Culemborg,NULL,"4106 AB","ten westen en zuiden van Culemborg","Steven Van Beusichemlaan",51.944695,5.195793
134093,NL,Nederland,Limburg,LI,NULL,NULL,Wessem,NULL,"6019 AC",NULL,Stadstuinen,51.160637,5.880960
107711,NL,Nederland,Gelderland,GE,NULL,NULL,Barneveld,NULL,"3772 PD",Veller,"Groninger Meeuwlaan",52.130348,5.598694
28798,NL,Nederland,Flevoland,FL,NULL,NULL,Zeewolde,NULL,"3891 CK","Eerste woonwijk",Botter,52.333740,5.534123
50882,NL,Nederland,Noord-Brabant,NB,NULL,NULL,"Beek en Donk",NULL,"5741 HJ",Beek,"Karel Doormanstraat",51.526775,5.638326
